date,market_realized_vol
2020-06-12,0.018083254446314853
2020-06-15,0.018027810309504767
2020-06-16,0.018336948436791907
2020-06-17,0.017306830855363404
2020-06-18,0.01705329854691762
2020-06-19,0.016865934833251484
2020-06-22,0.01673433368313077
2020-06-23,0.01673716227364852
2020-06-24,0.017708045619454466
2020-06-25,0.017577499182667856
2020-06-26,0.01840927597569796
2020-06-29,0.018666928727699268
2020-06-30,0.018945716611570036
2020-07-01,0.018896604908056922
2020-07-02,0.018688210500526155
2020-07-06,0.018970370840519665
2020-07-07,0.018235543453127535
2020-07-08,0.018112614354155517
2020-07-09,0.018076853906356553
2020-07-10,0.018201559308210626
2020-09-28,0.015496853347778483
2020-09-30,0.015556872339480658
2020-10-01,0.015497573414599087
2022-03-09,0.015926021176089166
2022-03-10,0.015746758970607122
2022-03-15,0.01556230826623911
2022-03-16,0.01640276301216681
2022-03-17,0.016251080529703484
2022-03-18,0.01646613196428786
2022-03-21,0.01573846160057932
2022-03-22,0.015775936329953437
2022-03-23,0.015863627987531177
2022-05-04,0.016765068170542487
2022-05-05,0.018132525886331078
2022-05-06,0.018090100911128358
2022-05-09,0.018993348495190132
2022-05-10,0.019064601538441486
2022-05-11,0.019052219257158137
2022-05-12,0.019068112983062723
2022-05-13,0.019799169073070676
2022-05-16,0.01972277748475669
2022-05-17,0.020416379850664374
2022-05-18,0.021445027728876662
2022-05-19,0.02141115814761639
2022-05-20,0.021358047291498625
2022-05-23,0.0213286951180432
2022-05-24,0.021252851293042635
2022-05-25,0.02068215969363919
2022-05-26,0.021219279567385653
2022-05-27,0.021218994044471362
2022-05-31,0.019696807313863442
2022-06-01,0.0197228086575921
2022-06-02,0.020123618186591908
2022-06-03,0.019225411095806836
2022-06-06,0.017626815720276523
2022-06-07,0.0177002486607622
2022-06-08,0.01629416524321054
2022-06-09,0.01720618687973682
2022-06-10,0.01802558490133727
2022-06-13,0.019891303845165638
2022-06-14,0.018984542169197875
2022-06-15,0.019382881254435266
2022-06-16,0.019711337575425456
2022-06-17,0.018003263149685637
2022-06-21,0.018951417432691266
2022-06-22,0.01894770054602488
2022-06-23,0.01856663093854007
2022-06-24,0.019808069506077733
2022-06-27,0.019691458693495513
2022-06-28,0.019529446639473685
2022-06-29,0.01850610165254316
2022-06-30,0.0185300885595922
2022-07-01,0.01877698750190781
2022-07-05,0.018158925089344618
2022-07-06,0.017998203040115922
2022-07-07,0.018380696368631252
2022-07-08,0.01818175084521892
2022-07-11,0.018198321137055
2022-07-12,0.017633400955066762
2022-07-13,0.016543941622453078
2022-09-19,0.015453035492065984
2022-09-20,0.015412005949917517
2022-10-03,0.016345133407654422
2022-10-04,0.01784377203694682
2022-10-05,0.017834379143116995
2022-10-06,0.01733678671871451
2022-10-07,0.018033319170072684
2022-10-10,0.017466813279875575
2022-10-11,0.01707430254010375
2022-10-13,0.016181256317447157
2022-10-14,0.016702036777842613
2022-10-17,0.017941841464899414
2022-10-18,0.018085733241541415
2022-10-19,0.017996618266712363
2022-10-20,0.017717409934160832
2022-10-21,0.01845682734860104
2022-10-24,0.018181593428959638
2022-10-25,0.01824354190793737
2022-10-26,0.018349730413494397
2022-10-27,0.01800183901443615
2022-10-28,0.017924074844334257
2022-10-31,0.017605008703190168
2022-11-01,0.01692835939227266
2022-11-02,0.01664194423431545
2022-11-03,0.01679149385868268
2022-11-04,0.016918139428420836
2022-11-07,0.015700718844131035
2022-11-08,0.015553444500604289
2022-11-09,0.01627863644953171
2022-11-10,0.019923881426039427
2022-11-11,0.01937041954353003
2022-11-14,0.01856085113096842
2022-11-15,0.017922078713071693
2022-11-16,0.01803158515403013
2022-11-17,0.017951075584658346
2022-11-18,0.01776642555127947
2022-11-21,0.017239404656132204
2022-11-22,0.017289120250334335
2022-11-23,0.017027419274334446
2022-11-25,0.0168981366819402
2022-11-28,0.01725577146736567
2022-11-29,0.01647219941776464
2022-11-30,0.01760143078113196
2022-12-01,0.017553572352261293
2022-12-02,0.016399373063182336
2022-12-05,0.01679556228727995
2022-12-06,0.017068950555491992
2022-12-07,0.017004888965045057
2022-12-08,0.01703209624088446
2022-12-09,0.016382038257773197
2025-04-03,0.015921134220555334
2025-04-04,0.019914960120629866
2025-04-07,0.0197679261902749
2025-04-08,0.019318542331390166
2025-04-09,0.029228243053955723
2025-04-10,0.03011505921286137
2025-04-11,0.030316946116416124
2025-04-14,0.02996614237076478
2025-04-15,0.029910037149068775
2025-04-16,0.03018927002416604
2025-04-17,0.030050548004017387
2025-04-21,0.030382488319321187
2025-04-22,0.031031059159547066
2025-04-23,0.030999264879611847
2025-04-24,0.0313994892979001
2025-04-25,0.031389780378827795
2025-04-28,0.03138786005408382
2025-04-29,0.031116475491020316
2025-04-30,0.0310947941112556
2025-05-01,0.031114589832000845
2025-05-02,0.031247054954328897
2025-05-05,0.02923399805834379
2025-05-06,0.025673866177919866
2025-05-07,0.025618912607551884
2025-05-08,0.025159518893409612
